datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-03-13 4:00:00,1,0,0,1,13.940000000000001,16.665,66.0,11.0014,4,9,13
2011-03-13 5:00:00,1,0,0,1,14.76,17.424999999999997,62.0,8.9981,0,3,3
2011-03-13 6:00:00,1,0,0,1,13.940000000000001,18.18,66.0,0.0,0,2,2
2011-03-13 7:00:00,1,0,0,1,14.76,17.424999999999997,62.0,12.998,2,8,10
2011-03-13 8:00:00,1,0,0,1,16.400000000000002,20.455000000000002,50.0,19.999499999999998,11,23,34
2011-03-13 9:00:00,1,0,0,1,16.400000000000002,20.455000000000002,50.0,27.999299999999998,8,36,44
2011-03-13 10:00:00,1,0,0,1,17.22,21.21,47.0,16.997899999999998,36,86,122
2011-03-13 11:00:00,1,0,0,1,18.04,21.97,41.0,27.999299999999998,88,93,181
2011-03-13 12:00:00,1,0,0,1,18.86,22.725,38.0,26.0027,74,120,194
2011-03-13 13:00:00,1,0,0,1,18.86,22.725,38.0,26.0027,97,124,221
2011-03-13 14:00:00,1,0,0,1,18.86,22.725,41.0,19.999499999999998,144,106,250
2011-03-13 15:00:00,1,0,0,1,19.68,23.485,39.0,22.0028,149,155,304
2011-03-13 16:00:00,1,0,0,1,18.86,22.725,41.0,26.0027,124,132,256
2011-03-13 17:00:00,1,0,0,1,18.04,21.97,41.0,23.9994,98,143,241
2011-03-13 18:00:00,1,0,0,1,16.400000000000002,20.455000000000002,43.0,23.9994,55,92,147
2011-03-13 19:00:00,1,0,0,1,14.76,16.665,50.0,23.9994,28,73,101
2011-03-13 20:00:00,1,0,0,1,13.120000000000001,15.15,56.99999999999999,19.999499999999998,23,54,77
2011-03-13 21:00:00,1,0,0,1,12.299999999999999,14.395,56.00000000000001,16.997899999999998,9,49,58
2011-03-13 22:00:00,1,0,0,1,12.299999999999999,13.635,56.00000000000001,22.0028,8,29,37
2011-03-13 23:00:00,1,0,0,1,10.66,12.879999999999999,65.0,15.001299999999999,5,23,28
2011-03-14 0:00:00,1,0,1,1,10.66,13.635,65.0,7.0015,4,7,11
2011-03-14 1:00:00,1,0,1,1,10.66,14.395,65.0,6.0032,0,1,1
2011-03-14 2:00:00,1,0,1,1,10.66,14.395,65.0,6.0032,0,1,1
2011-03-14 3:00:00,1,0,1,1,10.66,13.635,65.0,8.9981,0,3,3
2011-03-14 5:00:00,1,0,1,1,9.84,12.120000000000001,70.0,8.9981,0,8,8
2011-03-14 6:00:00,1,0,1,1,10.66,13.635,65.0,8.9981,1,27,28
2011-03-14 7:00:00,1,0,1,2,11.48,15.909999999999998,61.0,0.0,4,84,88
2011-03-14 8:00:00,1,0,1,2,12.299999999999999,15.15,56.00000000000001,8.9981,24,217,241
2011-03-14 9:00:00,1,0,1,1,13.120000000000001,15.15,53.0,22.0028,13,127,140
2011-03-14 10:00:00,1,0,1,1,13.940000000000001,15.909999999999998,42.0,16.997899999999998,27,57,84
2011-03-14 11:00:00,1,0,1,1,14.76,16.665,40.0,16.997899999999998,26,45,71
2011-03-14 12:00:00,1,0,1,1,15.58,19.695,37.0,0.0,40,54,94
2011-03-14 13:00:00,1,0,1,1,15.58,19.695,36.0,22.0028,24,51,75
2011-03-14 14:00:00,1,0,1,2,15.58,19.695,34.0,0.0,27,52,79
2011-03-14 15:00:00,1,0,1,1,15.58,19.695,37.0,11.0014,24,77,101
2011-03-14 16:00:00,1,0,1,1,16.400000000000002,20.455000000000002,35.0,7.0015,27,80,107
2011-03-14 17:00:00,1,0,1,1,15.58,19.695,40.0,12.998,42,229,271
2011-03-14 18:00:00,1,0,1,1,14.76,18.18,40.0,7.0015,25,210,235
2011-03-14 19:00:00,1,0,1,1,14.76,17.424999999999997,43.0,8.9981,17,133,150
2011-03-14 20:00:00,1,0,1,1,13.940000000000001,15.909999999999998,46.0,15.001299999999999,23,106,129
2011-03-14 21:00:00,1,0,1,1,13.940000000000001,16.665,46.0,8.9981,5,58,63
2011-03-14 22:00:00,1,0,1,1,13.120000000000001,16.665,49.0,7.0015,4,43,47
2011-03-14 23:00:00,1,0,1,1,13.120000000000001,17.424999999999997,53.0,0.0,2,17,19
2011-03-15 0:00:00,1,0,1,1,13.120000000000001,17.424999999999997,53.0,0.0,7,7,14
2011-03-15 1:00:00,1,0,1,1,12.299999999999999,15.15,62.0,6.0032,4,6,10
2011-03-15 2:00:00,1,0,1,1,12.299999999999999,15.15,62.0,6.0032,1,2,3
2011-03-15 4:00:00,1,0,1,1,9.84,12.879999999999999,75.0,6.0032,1,1,2
2011-03-15 5:00:00,1,0,1,1,9.84,11.365,75.0,12.998,0,11,11
2011-03-15 6:00:00,1,0,1,1,9.02,11.365,80.0,12.998,3,32,35
2011-03-15 7:00:00,1,0,1,1,9.84,12.120000000000001,75.0,11.0014,10,109,119
2011-03-15 8:00:00,1,0,1,1,10.66,14.395,70.0,6.0032,23,259,282
2011-03-15 9:00:00,1,0,1,2,12.299999999999999,16.665,70.0,0.0,10,147,157
2011-03-15 10:00:00,1,0,1,2,13.120000000000001,15.909999999999998,66.0,12.998,22,56,78
2011-03-15 11:00:00,1,0,1,2,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,27,51,78
2011-03-15 12:00:00,1,0,1,2,14.76,17.424999999999997,50.0,15.001299999999999,32,70,102
2011-03-15 13:00:00,1,0,1,2,14.76,16.665,56.99999999999999,19.0012,23,74,97
2011-03-15 14:00:00,1,0,1,2,15.58,19.695,46.0,19.999499999999998,14,74,88
2011-03-15 15:00:00,1,0,1,2,15.58,19.695,43.0,19.0012,24,66,90
2011-03-15 16:00:00,1,0,1,2,15.58,19.695,46.0,22.0028,21,93,114
2011-03-15 17:00:00,1,0,1,2,14.76,17.424999999999997,62.0,12.998,22,195,217
2011-03-15 18:00:00,1,0,1,2,14.76,16.665,62.0,19.999499999999998,18,207,225
2011-03-15 19:00:00,1,0,1,2,13.940000000000001,15.909999999999998,71.0,19.0012,14,138,152
2011-03-15 20:00:00,1,0,1,2,13.940000000000001,15.909999999999998,71.0,19.0012,9,79,88
2011-03-15 21:00:00,1,0,1,3,13.120000000000001,16.665,81.0,7.0015,2,53,55
2011-03-15 22:00:00,1,0,1,2,13.120000000000001,15.909999999999998,87.0,11.0014,1,20,21
2011-03-15 23:00:00,1,0,1,2,13.120000000000001,15.909999999999998,87.0,11.0014,1,17,18
2011-03-16 0:00:00,1,0,1,3,12.299999999999999,14.395,93.0,16.997899999999998,0,8,8
2011-03-16 1:00:00,1,0,1,3,12.299999999999999,13.635,100.0,19.999499999999998,1,2,3
2011-03-16 3:00:00,1,0,1,2,11.48,13.635,100.0,15.001299999999999,1,2,3
2011-03-16 4:00:00,1,0,1,2,12.299999999999999,15.15,93.0,11.0014,0,1,1
2011-03-16 5:00:00,1,0,1,2,12.299999999999999,15.909999999999998,93.0,7.0015,0,3,3
2011-03-16 6:00:00,1,0,1,2,12.299999999999999,15.909999999999998,93.0,7.0015,1,30,31
2011-03-16 7:00:00,1,0,1,2,12.299999999999999,14.395,93.0,12.998,10,101,111
2011-03-16 8:00:00,1,0,1,2,13.120000000000001,15.909999999999998,93.0,0.0,26,227,253
2011-03-16 9:00:00,1,0,1,2,13.120000000000001,16.665,93.0,8.9981,10,144,154
2011-03-16 10:00:00,1,0,1,2,14.76,17.424999999999997,81.0,11.0014,19,49,68
2011-03-16 11:00:00,1,0,1,2,14.76,17.424999999999997,81.0,8.9981,13,62,75
2011-03-16 12:00:00,1,0,1,2,16.400000000000002,20.455000000000002,71.0,7.0015,23,65,88
2011-03-16 13:00:00,1,0,1,2,16.400000000000002,20.455000000000002,76.0,8.9981,18,81,99
2011-03-16 14:00:00,1,0,1,2,16.400000000000002,20.455000000000002,76.0,15.001299999999999,33,67,100
2011-03-16 15:00:00,1,0,1,2,16.400000000000002,20.455000000000002,76.0,16.997899999999998,22,79,101
2011-03-16 16:00:00,1,0,1,2,16.400000000000002,20.455000000000002,76.0,11.0014,30,121,151
2011-03-16 17:00:00,1,0,1,2,18.04,21.97,54.0,19.999499999999998,37,216,253
2011-03-16 18:00:00,1,0,1,2,18.04,21.97,54.0,15.001299999999999,26,211,237
2011-03-16 19:00:00,1,0,1,2,18.04,21.97,51.0,22.0028,18,150,168
2011-03-16 20:00:00,1,0,1,2,17.22,21.21,54.0,19.999499999999998,10,111,121
2011-03-16 21:00:00,1,0,1,2,17.22,21.21,57.99999999999999,19.0012,3,75,78
2011-03-16 22:00:00,1,0,1,2,16.400000000000002,20.455000000000002,62.0,26.0027,11,48,59
2011-03-16 23:00:00,1,0,1,1,16.400000000000002,20.455000000000002,65.0,12.998,9,18,27
2011-03-17 0:00:00,1,0,1,1,15.58,19.695,66.0,16.997899999999998,4,19,23
2011-03-17 1:00:00,1,0,1,1,14.76,17.424999999999997,71.0,15.001299999999999,1,11,12
2011-03-17 2:00:00,1,0,1,1,13.940000000000001,15.15,71.0,19.999499999999998,3,5,8
2011-03-17 3:00:00,1,0,1,1,13.940000000000001,16.665,66.0,11.0014,1,1,2
2011-03-17 4:00:00,1,0,1,1,13.940000000000001,16.665,71.0,12.998,0,3,3
2011-03-17 5:00:00,1,0,1,1,13.120000000000001,16.665,76.0,7.0015,0,13,13
2011-03-17 6:00:00,1,0,1,1,13.120000000000001,15.909999999999998,76.0,12.998,4,47,51
2011-03-17 7:00:00,1,0,1,1,13.120000000000001,16.665,76.0,8.9981,12,128,140
2011-03-17 8:00:00,1,0,1,1,14.76,17.424999999999997,66.0,8.9981,17,282,299
2011-03-17 9:00:00,1,0,1,1,16.400000000000002,20.455000000000002,62.0,16.997899999999998,23,162,185
2011-03-17 10:00:00,1,0,1,1,18.04,21.97,54.0,22.0028,9,69,78
2011-03-17 11:00:00,1,0,1,1,18.04,21.97,54.0,19.0012,20,66,86
2011-03-17 12:00:00,1,0,1,1,20.5,24.240000000000002,45.0,15.001299999999999,24,81,105
2011-03-17 13:00:00,1,0,1,2,21.32,25.0,42.0,6.0032,26,85,111
2011-03-17 14:00:00,1,0,1,1,20.5,24.240000000000002,45.0,7.0015,32,87,119
2011-03-17 15:00:00,1,0,1,1,21.32,25.0,42.0,16.997899999999998,30,95,125
2011-03-17 16:00:00,1,0,1,1,20.5,24.240000000000002,48.0,19.0012,34,108,142
2011-03-17 17:00:00,1,0,1,1,20.5,24.240000000000002,42.0,12.998,48,265,313
2011-03-17 18:00:00,1,0,1,2,18.86,22.725,59.0,11.0014,50,260,310
2011-03-17 19:00:00,1,0,1,1,18.04,21.97,57.99999999999999,12.998,18,189,207
2011-03-17 20:00:00,1,0,1,1,17.22,21.21,67.0,15.001299999999999,25,112,137
2011-03-17 21:00:00,1,0,1,1,17.22,21.21,62.0,15.001299999999999,19,119,138
2011-03-17 22:00:00,1,0,1,1,16.400000000000002,20.455000000000002,66.0,15.001299999999999,17,70,87
2011-03-17 23:00:00,1,0,1,1,17.22,21.21,62.0,19.0012,7,43,50
2011-03-18 0:00:00,1,0,1,1,17.22,21.21,57.99999999999999,19.0012,5,24,29
2011-03-18 1:00:00,1,0,1,1,16.400000000000002,20.455000000000002,62.0,16.997899999999998,4,12,16
2011-03-18 2:00:00,1,0,1,1,16.400000000000002,20.455000000000002,62.0,12.998,5,9,14
2011-03-18 3:00:00,1,0,1,1,14.76,17.424999999999997,71.0,12.998,1,4,5
2011-03-18 5:00:00,1,0,1,1,15.58,19.695,66.0,11.0014,2,8,10
2011-03-18 6:00:00,1,0,1,1,16.400000000000002,20.455000000000002,66.0,12.998,1,35,36
2011-03-18 7:00:00,1,0,1,1,16.400000000000002,20.455000000000002,66.0,12.998,11,112,123
2011-03-18 8:00:00,1,0,1,1,17.22,21.21,67.0,16.997899999999998,24,256,280
2011-03-18 9:00:00,1,0,1,1,18.86,22.725,63.0,15.001299999999999,18,192,210
2011-03-18 10:00:00,1,0,1,1,21.32,25.0,53.0,19.0012,43,74,117
2011-03-18 11:00:00,1,0,1,1,22.14,25.759999999999998,52.0,19.0012,55,104,159
2011-03-18 12:00:00,1,0,1,2,22.96,26.515,49.0,23.9994,72,123,195
2011-03-18 13:00:00,1,0,1,1,26.240000000000002,31.06,41.0,19.0012,57,118,175
2011-03-18 14:00:00,1,0,1,1,27.060000000000002,31.06,39.0,16.997899999999998,71,103,174
2011-03-18 15:00:00,1,0,1,2,27.880000000000003,31.819999999999997,39.0,23.9994,62,111,173
2011-03-18 16:00:00,1,0,1,1,27.880000000000003,31.819999999999997,39.0,19.0012,67,137,204
2011-03-18 17:00:00,1,0,1,1,28.7,31.819999999999997,37.0,22.0028,95,237,332
2011-03-18 18:00:00,1,0,1,1,27.880000000000003,31.819999999999997,39.0,11.0014,84,247,331
2011-03-18 19:00:00,1,0,1,1,27.060000000000002,31.06,44.0,8.9981,58,132,190
2011-03-18 20:00:00,1,0,1,1,25.419999999999998,31.06,46.0,8.9981,46,103,149
2011-03-18 21:00:00,1,0,1,1,25.419999999999998,31.06,46.0,7.0015,22,91,113
2011-03-18 22:00:00,1,0,1,1,25.419999999999998,31.06,50.0,11.0014,55,63,118
2011-03-18 23:00:00,1,0,1,2,24.599999999999998,31.06,53.0,15.001299999999999,26,60,86
2011-03-19 0:00:00,1,0,0,2,24.599999999999998,31.06,53.0,16.997899999999998,26,50,76
2011-03-19 1:00:00,1,0,0,2,23.779999999999998,27.275,46.0,23.9994,16,35,51
2011-03-19 2:00:00,1,0,0,2,22.96,26.515,43.0,15.001299999999999,5,20,25
2011-03-19 3:00:00,1,0,0,2,22.14,25.759999999999998,39.0,22.0028,1,7,8
2011-03-19 4:00:00,1,0,0,1,21.32,25.0,34.0,27.999299999999998,1,2,3
2011-03-19 5:00:00,1,0,0,1,21.32,25.0,34.0,27.999299999999998,0,2,2
2011-03-19 6:00:00,1,0,0,1,18.04,21.97,44.0,27.999299999999998,0,10,10
2011-03-19 7:00:00,1,0,0,1,16.400000000000002,20.455000000000002,50.0,22.0028,4,9,13
2011-03-19 8:00:00,1,0,0,1,17.22,21.21,47.0,32.9975,11,37,48
2011-03-19 9:00:00,1,0,0,1,17.22,21.21,44.0,31.0009,35,41,76
2011-03-19 10:00:00,1,0,0,1,18.04,21.97,38.0,27.999299999999998,55,85,140
2011-03-19 11:00:00,1,0,0,1,18.86,22.725,36.0,30.002599999999997,90,106,196
2011-03-19 12:00:00,1,0,0,1,18.86,22.725,33.0,27.999299999999998,126,141,267
2011-03-19 13:00:00,1,0,0,1,20.5,24.240000000000002,34.0,31.0009,174,127,301
2011-03-19 14:00:00,1,0,0,1,20.5,24.240000000000002,31.0,32.9975,168,144,312
2011-03-19 15:00:00,1,0,0,1,20.5,24.240000000000002,28.999999999999996,27.999299999999998,170,143,313
2011-03-19 16:00:00,1,0,0,1,20.5,24.240000000000002,31.0,26.0027,175,129,304
2011-03-19 17:00:00,1,0,0,1,19.68,23.485,31.0,22.0028,138,140,278
2011-03-19 18:00:00,1,0,0,1,18.86,22.725,31.0,22.0028,92,125,217
2011-03-19 19:00:00,1,0,0,1,18.04,21.97,33.0,19.0012,38,116,154
2011-03-19 20:00:00,1,0,0,1,17.22,21.21,35.0,15.001299999999999,39,69,108
2011-03-19 21:00:00,1,0,0,1,16.400000000000002,20.455000000000002,37.0,19.999499999999998,20,73,93
2011-03-19 22:00:00,1,0,0,1,16.400000000000002,20.455000000000002,37.0,22.0028,27,45,72
2011-03-19 23:00:00,1,0,0,1,15.58,19.695,40.0,19.999499999999998,13,37,50
2011-03-20 0:00:00,1,0,0,1,13.940000000000001,15.15,49.0,27.999299999999998,7,33,40
2011-03-20 1:00:00,1,0,0,1,13.120000000000001,14.395,53.0,23.9994,2,22,24
2011-03-20 2:00:00,1,0,0,1,12.299999999999999,14.395,52.0,19.0012,6,24,30
2011-03-20 3:00:00,1,0,0,1,11.48,13.635,56.00000000000001,16.997899999999998,1,11,12
2011-03-20 4:00:00,1,0,0,1,10.66,12.879999999999999,56.00000000000001,15.001299999999999,2,1,3
2011-03-20 5:00:00,1,0,0,1,10.66,12.879999999999999,60.0,12.998,3,6,9
2011-03-20 6:00:00,1,0,0,1,10.66,12.879999999999999,60.0,15.001299999999999,1,3,4
2011-03-20 7:00:00,1,0,0,1,9.84,11.365,60.0,15.001299999999999,5,9,14
2011-03-20 8:00:00,1,0,0,1,11.48,13.635,56.00000000000001,11.0014,7,30,37
2011-03-20 9:00:00,1,0,0,1,12.299999999999999,15.15,52.0,8.9981,35,43,78
2011-03-20 10:00:00,1,0,0,2,13.120000000000001,17.424999999999997,45.0,0.0,55,81,136
2011-03-20 11:00:00,1,0,0,1,13.940000000000001,17.424999999999997,39.0,7.0015,92,111,203
2011-03-20 12:00:00,1,0,0,1,14.76,18.18,40.0,7.0015,120,108,228
2011-03-20 13:00:00,1,0,0,1,15.58,19.695,34.0,0.0,88,115,203
2011-03-20 14:00:00,1,0,0,1,16.400000000000002,20.455000000000002,30.0,0.0,145,134,279
2011-03-20 15:00:00,1,0,0,1,16.400000000000002,20.455000000000002,32.0,6.0032,172,136,308
2011-03-20 16:00:00,1,0,0,1,17.22,21.21,32.0,0.0,92,132,224
2011-03-20 17:00:00,1,0,0,1,16.400000000000002,20.455000000000002,35.0,19.0012,83,143,226
2011-03-20 18:00:00,1,0,0,1,15.58,19.695,40.0,23.9994,58,98,156
2011-03-20 19:00:00,1,0,0,1,14.76,16.665,43.0,19.0012,21,58,79
2011-03-20 20:00:00,1,0,0,1,14.76,16.665,46.0,19.0012,21,46,67
2011-03-20 21:00:00,1,0,0,2,13.940000000000001,15.909999999999998,53.0,19.0012,10,39,49
2011-03-20 22:00:00,1,0,0,2,13.940000000000001,15.15,53.0,22.0028,8,30,38
2011-03-20 23:00:00,1,0,0,3,13.940000000000001,15.15,61.0,26.0027,13,11,24
2011-03-21 0:00:00,2,0,1,3,13.940000000000001,15.15,66.0,26.0027,2,11,13
2011-03-21 1:00:00,2,0,1,2,13.940000000000001,15.15,71.0,26.0027,1,6,7
2011-03-21 2:00:00,2,0,1,2,13.940000000000001,15.15,71.0,22.0028,1,5,6
2011-03-21 3:00:00,2,0,1,2,13.940000000000001,15.15,71.0,22.0028,0,1,1
2011-03-21 5:00:00,2,0,1,1,13.120000000000001,15.15,81.0,19.999499999999998,1,1,2
2011-03-21 6:00:00,2,0,1,3,13.120000000000001,15.15,76.0,16.997899999999998,2,30,32
2011-03-21 7:00:00,2,0,1,3,12.299999999999999,13.635,87.0,27.999299999999998,3,15,18
2011-03-21 8:00:00,2,0,1,2,12.299999999999999,13.635,87.0,27.999299999999998,3,95,98
2011-03-21 9:00:00,2,0,1,2,13.940000000000001,15.15,81.0,22.0028,12,115,127
2011-03-21 10:00:00,2,0,1,2,15.58,19.695,76.0,26.0027,17,45,62
2011-03-21 11:00:00,2,0,1,2,17.22,21.21,71.0,19.999499999999998,32,47,79
2011-03-21 12:00:00,2,0,1,2,18.04,21.97,77.0,16.997899999999998,25,56,81
2011-03-21 13:00:00,2,0,1,2,20.5,24.240000000000002,63.0,15.001299999999999,35,77,112
2011-03-21 14:00:00,2,0,1,2,22.14,25.759999999999998,64.0,15.001299999999999,36,65,101
2011-03-21 15:00:00,2,0,1,2,22.96,26.515,60.0,15.001299999999999,41,66,107
2011-03-21 16:00:00,2,0,1,2,22.14,25.759999999999998,64.0,19.0012,29,112,141
2011-03-21 17:00:00,2,0,1,2,22.14,25.759999999999998,64.0,16.997899999999998,41,231,272
2011-03-21 18:00:00,2,0,1,2,21.32,25.0,72.0,15.001299999999999,44,232,276
2011-03-21 19:00:00,2,0,1,1,23.779999999999998,27.275,60.0,27.999299999999998,22,199,221
2011-03-21 20:00:00,2,0,1,1,22.96,26.515,64.0,12.998,16,106,122
2011-03-21 21:00:00,2,0,1,1,18.86,22.725,94.0,12.998,12,79,91
2011-03-21 22:00:00,2,0,1,1,18.86,22.725,88.0,15.001299999999999,18,60,78
2011-03-21 23:00:00,2,0,1,1,18.86,22.725,88.0,6.0032,8,22,30
2011-03-22 0:00:00,2,0,1,1,18.86,22.725,88.0,12.998,4,7,11
2011-03-22 1:00:00,2,0,1,1,17.22,21.21,100.0,8.9981,6,13,19
2011-03-22 2:00:00,2,0,1,1,18.04,21.97,94.0,6.0032,0,1,1
2011-03-22 3:00:00,2,0,1,1,18.04,21.97,82.0,15.001299999999999,3,2,5
2011-03-22 4:00:00,2,0,1,2,17.22,21.21,82.0,11.0014,0,1,1
2011-03-22 5:00:00,2,0,1,2,16.400000000000002,20.455000000000002,87.0,8.9981,1,11,12
2011-03-22 6:00:00,2,0,1,1,16.400000000000002,20.455000000000002,87.0,16.997899999999998,2,58,60
2011-03-22 7:00:00,2,0,1,2,16.400000000000002,20.455000000000002,76.0,7.0015,4,132,136
2011-03-22 8:00:00,2,0,1,2,16.400000000000002,20.455000000000002,57.99999999999999,19.999499999999998,24,312,336
2011-03-22 9:00:00,2,0,1,2,16.400000000000002,20.455000000000002,57.99999999999999,31.0009,19,159,178
2011-03-22 10:00:00,2,0,1,2,18.04,21.97,54.0,19.999499999999998,29,95,124
2011-03-22 11:00:00,2,0,1,1,18.04,21.97,51.0,22.0028,22,64,86
2011-03-22 12:00:00,2,0,1,1,18.86,22.725,47.0,16.997899999999998,35,86,121
2011-03-22 13:00:00,2,0,1,1,20.5,24.240000000000002,45.0,15.001299999999999,21,85,106
2011-03-22 14:00:00,2,0,1,1,20.5,24.240000000000002,42.0,22.0028,30,71,101
2011-03-22 15:00:00,2,0,1,1,20.5,24.240000000000002,42.0,15.001299999999999,55,79,134
2011-03-22 16:00:00,2,0,1,1,20.5,24.240000000000002,42.0,7.0015,40,125,165
2011-03-22 17:00:00,2,0,1,1,20.5,24.240000000000002,42.0,7.0015,42,265,307
2011-03-22 18:00:00,2,0,1,1,19.68,23.485,44.0,6.0032,41,271,312
2011-03-22 19:00:00,2,0,1,2,18.04,21.97,54.0,16.997899999999998,22,142,164
2011-03-22 20:00:00,2,0,1,2,18.04,21.97,54.0,23.9994,19,116,135
2011-03-22 21:00:00,2,0,1,2,17.22,21.21,54.0,19.0012,24,63,87
2011-03-22 22:00:00,2,0,1,2,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,13,57,70
2011-03-22 23:00:00,2,0,1,2,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,4,28,32
2011-03-23 0:00:00,2,0,1,3,14.76,17.424999999999997,71.0,15.001299999999999,3,8,11
2011-03-23 1:00:00,2,0,1,3,13.940000000000001,15.909999999999998,76.0,15.001299999999999,0,7,7
2011-03-23 2:00:00,2,0,1,3,13.940000000000001,15.909999999999998,76.0,15.001299999999999,1,1,2
2011-03-23 3:00:00,2,0,1,2,13.940000000000001,15.909999999999998,76.0,16.997899999999998,0,3,3
2011-03-23 5:00:00,2,0,1,3,13.120000000000001,15.909999999999998,87.0,12.998,0,10,10
2011-03-23 6:00:00,2,0,1,2,13.940000000000001,15.909999999999998,87.0,16.997899999999998,1,43,44
2011-03-23 7:00:00,2,0,1,2,13.120000000000001,15.15,93.0,15.001299999999999,7,111,118
2011-03-23 8:00:00,2,0,1,2,13.120000000000001,15.909999999999998,87.0,12.998,14,247,261
2011-03-23 9:00:00,2,0,1,2,13.120000000000001,15.15,81.0,16.997899999999998,8,174,182
2011-03-23 10:00:00,2,0,1,2,13.940000000000001,15.909999999999998,81.0,19.0012,15,60,75
2011-03-23 11:00:00,2,0,1,2,13.940000000000001,16.665,87.0,12.998,18,53,71
2011-03-23 12:00:00,2,0,1,2,13.940000000000001,15.909999999999998,87.0,15.001299999999999,14,73,87
2011-03-23 13:00:00,2,0,1,3,13.940000000000001,16.665,87.0,8.9981,14,94,108
2011-03-23 14:00:00,2,0,1,2,14.76,18.18,87.0,7.0015,13,71,84
2011-03-23 15:00:00,2,0,1,2,15.58,19.695,82.0,15.001299999999999,11,74,85
2011-03-23 16:00:00,2,0,1,2,16.400000000000002,20.455000000000002,76.0,15.001299999999999,13,123,136
2011-03-23 17:00:00,2,0,1,2,16.400000000000002,20.455000000000002,76.0,15.001299999999999,28,245,273
2011-03-23 18:00:00,2,0,1,3,15.58,19.695,82.0,16.997899999999998,20,218,238
2011-03-23 19:00:00,2,0,1,3,15.58,19.695,82.0,16.997899999999998,12,147,159
2011-03-23 20:00:00,2,0,1,3,14.76,15.15,87.0,43.000600000000006,3,72,75
2011-03-23 21:00:00,2,0,1,3,13.120000000000001,14.395,100.0,27.999299999999998,0,22,22
2011-03-23 22:00:00,2,0,1,2,13.120000000000001,15.909999999999998,93.0,11.0014,6,38,44
2011-03-23 23:00:00,2,0,1,3,13.120000000000001,16.665,90.0,0.0,2,24,26
2011-03-24 0:00:00,2,0,1,2,13.120000000000001,15.15,93.0,15.001299999999999,0,11,11
2011-03-24 1:00:00,2,0,1,2,12.299999999999999,14.395,100.0,15.001299999999999,0,3,3
2011-03-24 2:00:00,2,0,1,2,12.299999999999999,14.395,100.0,16.997899999999998,0,6,6
2011-03-24 3:00:00,2,0,1,2,11.48,13.635,100.0,12.998,1,0,1
2011-03-24 4:00:00,2,0,1,2,11.48,13.635,100.0,12.998,0,1,1
2011-03-24 5:00:00,2,0,1,2,11.48,13.635,93.0,15.001299999999999,1,8,9
2011-03-24 6:00:00,2,0,1,2,11.48,13.635,93.0,15.001299999999999,0,41,41
2011-03-24 7:00:00,2,0,1,3,10.66,12.879999999999999,100.0,15.001299999999999,2,106,108
2011-03-24 8:00:00,2,0,1,3,10.66,11.365,100.0,19.999499999999998,4,120,124
2011-03-24 9:00:00,2,0,1,2,10.66,12.879999999999999,93.0,15.001299999999999,3,94,97
2011-03-24 10:00:00,2,0,1,2,10.66,11.365,93.0,22.0028,10,55,65
2011-03-24 11:00:00,2,0,1,2,12.299999999999999,13.635,81.0,19.999499999999998,10,61,71
2011-03-24 12:00:00,2,0,1,2,12.299999999999999,13.635,70.0,22.0028,12,82,94
2011-03-24 13:00:00,2,0,1,2,13.120000000000001,15.15,70.0,15.001299999999999,11,90,101
2011-03-24 14:00:00,2,0,1,2,12.299999999999999,15.15,70.0,8.9981,17,66,83
2011-03-24 15:00:00,2,0,1,2,12.299999999999999,14.395,70.0,16.997899999999998,13,77,90
2011-03-24 16:00:00,2,0,1,2,12.299999999999999,14.395,65.0,15.001299999999999,6,78,84
2011-03-24 17:00:00,2,0,1,2,12.299999999999999,14.395,70.0,15.001299999999999,12,221,233
2011-03-24 18:00:00,2,0,1,2,12.299999999999999,13.635,61.0,19.999499999999998,17,197,214
2011-03-24 19:00:00,2,0,1,1,12.299999999999999,13.635,56.00000000000001,26.0027,16,122,138
2011-03-24 20:00:00,2,0,1,1,11.48,12.879999999999999,61.0,19.0012,8,110,118
2011-03-24 21:00:00,2,0,1,1,10.66,12.879999999999999,65.0,15.001299999999999,11,67,78
2011-03-24 22:00:00,2,0,1,1,10.66,12.879999999999999,65.0,11.0014,3,59,62
2011-03-24 23:00:00,2,0,1,1,9.84,11.365,65.0,12.998,9,24,33
2011-03-25 0:00:00,2,0,1,1,9.84,11.365,60.0,12.998,1,17,18
2011-03-25 1:00:00,2,0,1,1,8.200000000000001,10.605,69.0,11.0014,0,5,5
2011-03-25 2:00:00,2,0,1,1,8.200000000000001,9.85,69.0,15.001299999999999,0,5,5
2011-03-25 3:00:00,2,0,1,1,8.200000000000001,11.365,69.0,7.0015,0,2,2
2011-03-25 4:00:00,2,0,1,1,7.38,10.605,74.0,7.0015,3,2,5
2011-03-25 5:00:00,2,0,1,1,7.38,9.85,74.0,11.0014,0,9,9
2011-03-25 6:00:00,2,0,1,1,7.38,9.09,74.0,15.001299999999999,0,32,32
2011-03-25 7:00:00,2,0,1,1,8.200000000000001,9.09,59.0,23.9994,4,100,104
2011-03-25 8:00:00,2,0,1,1,9.02,10.605,51.0,19.0012,9,228,237
