season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
1988,2207,10567,0,7,21,83,62,1,0.13822764
1988,4633,10755,0,-3,4,119,115,1,0.13949944
1988,4152,10789,0,5,13,85,72,1,0.12105623
1989,8097,77,0,-5,2,86,84,1,0.13089955
1989,1520,292,0,-8,-26,68,94,0,0.109398775
1989,7429,292,0,-15,-34,60,94,0,0.14817236
1989,9633,292,0,-3,1,68,67,1,0.1530921
1989,4600,360,0,9,5,76,71,1,0.14705266
1989,4600,414,0,1,9,93,84,1,0.088342264
1989,4634,414,0,-7,-19,101,120,0,0.09273276
1989,3749,592,0,8,12,72,60,1,0.10575392
1989,7004,592,0,1,-4,64,68,0,0.068112575
1989,8666,956,0,13,23,104,81,1,0.15361749
1989,292,1520,0,8,26,94,68,1,0.1566626
1989,8511,1520,0,1,-13,70,83,0,0.19215633
1989,2783,1715,0,3,-22,46,68,0,0.13574275
1989,8666,1715,0,8,15,65,50,1,0.12269197
1989,5386,1884,0,11,16,85,69,1,0.117354475
1989,5081,2208,0,7,-3,63,66,0,0.12660085
1989,9633,2208,0,8,15,85,70,1,0.15355346
1989,3136,2344,0,1,-8,77,85,0,0.14576545
1989,5284,2344,0,-9,-17,70,87,0,0.15313473
1989,7497,2344,0,-13,-21,69,90,0,0.15146601
1989,7963,2344,0,-1,17,95,78,1,0.13891679
1989,10472,2344,0,-5,-7,63,70,0,0.16719544
1989,6668,2611,0,15,1,72,71,1,0.12849309
1989,6834,2645,0,5,-4,90,94,0,0.120224625
1989,7963,2645,0,8,14,87,73,1,0.08813662
1989,1715,2783,0,-3,22,68,46,1,0.11969018
1989,5719,2882,0,-9,14,97,83,1,0.075076245
1989,3822,3102,0,13,14,99,85,1,0.1612244
1989,2344,3136,0,-1,8,85,77,1,0.11576366
1989,5933,3136,0,-4,-8,61,69,0,0.13160248
1989,6546,3136,0,-8,-7,74,81,0,0.1484891
1989,7137,3136,0,-15,-1,49,50,0,0.12179935
1989,8886,3238,0,-5,6,76,70,1,0.10753258
1989,9633,3647,0,9,12,68,56,1,0.16939804
1989,592,3749,0,-8,-12,60,72,0,0.14300875
1989,4600,3749,0,-3,-14,69,83,0,0.11327
1989,5013,3749,0,-15,-6,71,77,0,0.12622948
1989,5216,3749,0,-2,2,83,81,1,0.15042037
1989,8666,3749,0,-1,-3,86,89,0,0.114310995
1989,3102,3822,0,-13,-14,85,99,0,0.090839975
1989,7963,3822,0,-1,13,78,65,1,0.0901272
1989,9851,3822,0,-5,-23,69,92,0,0.10728715
1989,5933,3924,0,-1,6,102,96,1,0.14288497
1989,7463,3924,0,-9,-14,73,87,0,0.111454
1989,9406,3958,0,3,10,84,74,1,0.12969196
1989,5284,4187,0,-5,11,86,75,1,0.14992654
1989,4566,4302,0,-1,9,83,74,1,0.12939815
1989,4302,4566,0,1,-9,74,83,0,0.12944905
1989,6668,4566,0,8,43,124,81,1,0.136427
1989,360,4600,0,-9,-5,71,76,0,0.118529215
1989,414,4600,0,-1,-9,84,93,0,0.16362017
1989,3749,4600,0,3,14,83,69,1,0.14447509
1989,414,4634,0,7,19,120,101,1,0.15790355
1989,9851,4736,0,3,11,85,74,1,0.17133248
1989,3749,5013,0,15,6,77,71,1,0.12760127
1989,2208,5081,0,-7,3,66,63,1,0.13451111
1989,3749,5216,0,2,-2,81,83,0,0.09610369
1989,6285,5216,0,1,-5,87,92,0,0.104284644
1989,7963,5216,0,0,-1,79,80,0,0.08272964
1989,8097,5216,0,-8,-9,82,91,0,0.08359978
1989,10058,5216,0,-2,-37,65,102,0,0.06896425
1989,10790,5216,0,-11,-5,87,92,0,0.094620414
1989,2344,5284,0,9,17,87,70,1,0.10616854
1989,4187,5284,0,5,-11,75,86,0,0.1086325
1989,8029,5284,0,-3,-13,67,80,0,0.11916019
1989,1884,5386,0,-11,-16,69,85,0,0.14288056
1989,8666,5386,0,1,3,83,80,1,0.13572146
1989,8886,5386,0,-8,-19,89,108,0,0.14458929
1989,7963,5449,0,11,9,60,51,1,0.14841747
1989,2882,5719,0,9,-14,83,97,0,0.18346134
1989,10058,5719,0,8,16,104,88,1,0.1408704
1989,3136,5933,0,4,8,69,61,1,0.12514262
1989,3924,5933,0,1,-6,96,102,0,0.1164774
1989,8131,5933,0,-7,-15,66,81,0,0.10195791
1989,5216,6285,0,-1,5,92,87,1,0.13976839
1989,8243,6285,0,-13,-14,79,93,0,0.091950655
1989,9406,6285,0,-5,-7,81,88,0,0.10757309
1989,3136,6546,0,8,7,81,74,1,0.10315549
1989,9956,6546,0,1,-16,65,81,0,0.10564795
1989,2611,6668,0,-15,-1,71,72,0,0.126406
1989,4566,6668,0,-8,-43,81,124,0,0.120312564
1989,10058,6668,0,-4,6,86,80,1,0.101786315
1989,2645,6834,0,-5,4,94,90,1,0.12190129
1989,592,7004,0,-1,4,68,64,1,0.19201943
1989,3136,7137,0,15,1,50,49,1,0.13790672
1989,10058,7171,0,7,3,100,97,1,0.09130021
1989,292,7429,0,15,34,94,60,1,0.10617767
1989,3924,7463,0,9,14,87,73,1,0.15740189
1989,2344,7497,0,13,21,90,69,1,0.10834129
1989,2344,7963,0,1,-17,78,95,0,0.12468092
1989,2645,7963,0,-8,-14,73,87,0,0.16368127
1989,3822,7963,0,1,-13,65,78,0,0.16215247
1989,5216,7963,0,0,1,80,79,1,0.16783397
1989,5449,7963,0,-11,-9,51,60,0,0.117384166
1989,9633,7963,0,-1,-23,61,84,0,0.15712231
1989,5284,8029,0,3,13,80,67,1,0.13621902
1989,8579,8029,0,11,-2,78,80,0,0.15494946
1989,77,8097,0,5,-2,84,86,0,0.13037366
1989,5216,8097,0,8,9,91,82,1,0.16670099
1989,5933,8131,0,7,15,81,66,1,0.16178998
1989,6285,8243,0,13,14,93,79,1,0.16654544
1989,1520,8511,0,-1,13,83,70,1,0.06318438
1989,8029,8579,0,-11,2,80,78,1,0.094772354
1989,956,8666,0,-13,-23,81,104,0,0.11293136
1989,1715,8666,0,-8,-15,50,65,0,0.13668288
1989,3749,8666,0,1,3,89,86,1,0.14311966
1989,5386,8666,0,-1,-3,80,83,0,0.12667592
1989,10472,8784,0,3,16,84,68,1,0.14354864
1989,3238,8886,0,5,-6,70,76,0,0.14359003
1989,5386,8886,0,8,19,108,89,1,0.11512963
1989,3958,9406,0,-3,-10,74,84,0,0.12921654
1989,6285,9406,0,5,7,88,81,1,0.14620434
1989,292,9633,0,3,-1,67,68,0,0.09977197
1989,2208,9633,0,-8,-15,70,85,0,0.09941764
1989,3647,9633,0,-9,-12,56,68,0,0.08724862
1989,7963,9633,0,1,23,84,61,1,0.09667668
1989,3822,9851,0,5,23,92,69,1,0.13980944
1989,4736,9851,0,-3,-11,74,85,0,0.09062114
1989,6546,9956,0,-1,16,81,65,1,0.14524381
1989,5216,10058,0,2,37,102,65,1,0.1857571
1989,5719,10058,0,-8,-16,88,104,0,0.13053149
1989,6668,10058,0,4,-6,80,86,0,0.16054899
1989,7171,10058,0,-7,-3,97,100,0,0.16860256
1989,2344,10472,0,5,7,70,63,1,0.08786088
1989,8784,10472,0,-3,-16,68,84,0,0.10602218
1989,5216,10790,0,11,5,92,87,1,0.15235165
1990,293,78,0,5,-22,55,77,0,0.123935476
1990,1716,78,0,-3,-17,54,71,0,0.08151601
1990,4635,78,0,-4,2,62,60,1,0.086788
1990,78,293,0,-5,22,77,55,1,0.122571826
1990,8176,293,0,-13,-12,67,79,0,0.09180093
1990,9634,361,0,15,30,102,72,1,0.12930074
1990,2087,415,0,-8,-2,84,86,0,0.11288386
1990,2345,415,0,1,14,97,83,1,0.104128115
1990,6286,415,0,-4,-23,73,96,0,0.1159265
1990,7138,415,0,-9,-4,64,68,0,0.12715241
1990,8887,415,0,-6,-3,85,88,0,0.12833075
1990,4601,593,0,8,-2,60,62,0,0.13605559
1990,6835,593,0,7,-1,53,54,0,0.14245988
1990,9634,593,0,11,2,69,67,1,0.1675745
1990,1784,803,0,15,24,76,52,1,0.15611672
1990,1521,1052,0,7,2,49,47,1,0.15255524
1990,1784,1144,0,8,20,74,54,1,0.17744772
1990,3823,1144,0,1,-2,63,65,0,0.13729906
1990,1052,1521,0,-7,-2,47,49,0,0.108515106
1990,1784,1521,0,4,1,71,70,1,0.14426216
1990,4303,1521,0,1,-4,75,79,0,0.12611212
1990,78,1716,0,3,17,71,54,1,0.17780381
1990,803,1784,0,-15,-24,52,76,0,0.09690642
1990,1144,1784,0,-8,-20,54,74,0,0.080523714
1990,1521,1784,0,-4,-1,70,71,0,0.10601099
1990,2345,1784,0,-2,1,79,78,1,0.081110254
1990,8667,1817,0,13,22,70,48,1,0.11429687
1990,415,2087,0,8,2,86,84,1,0.1476054
1990,3750,2087,0,7,-2,86,88,0,0.15121484
1990,415,2345,0,-1,-14,83,97,0,0.15900576
1990,1784,2345,0,2,-1,78,79,0,0.17668402
1990,7362,2345,0,-11,-35,46,81,0,0.15758416
1990,8410,2345,0,-3,-4,72,76,0,0.15433678
1990,9407,2345,0,-4,-9,81,90,0,0.14679691
1990,9634,2345,0,2,30,103,73,1,0.18079887
1990,3239,2612,0,9,16,99,83,1,0.08206007
1990,9240,3137,0,-11,-18,52,70,0,0.15727869
1990,10791,3137,0,-3,3,74,71,1,0.18388918
1990,8887,3171,0,-3,12,100,88,1,0.16855931
1990,2612,3239,0,-9,-16,83,99,0,0.17267704
1990,4737,3239,0,-1,-3,91,94,0,0.1408582
1990,5251,3239,0,3,-1,80,81,0,0.13841489
1990,5285,3239,0,-2,-2,91,93,0,0.16352785
1990,9634,3239,0,3,9,90,81,1,0.1728077
1990,7799,3564,0,-1,4,70,66,1,0.10139047
1990,4601,3648,0,9,19,78,59,1,0.12058392
1990,2087,3750,0,-7,2,88,86,1,0.10818422
1990,5217,3784,0,11,6,76,70,1,0.13272901
1990,1144,3823,0,-1,2,65,63,1,0.13279901
1990,7430,4154,0,-13,-8,71,79,0,0.112089925
1990,9407,4154,0,-5,1,71,70,1,0.119965285
1990,10791,4188,0,5,8,87,79,1,0.17487387
1990,1521,4303,0,-1,4,79,75,1,0.12964316
1990,8210,4303,0,-9,-16,63,79,0,0.124164775
1990,593,4601,0,-8,2,62,60,1,0.12694816
1990,3648,4601,0,-9,-19,59,78,0,0.13883077
1990,78,4635,0,4,-2,60,62,0,0.17093948
1990,5217,4635,0,8,-34,115,149,0,0.15749772
1990,6119,4635,0,5,-19,92,111,0,0.14047347
1990,9634,4635,0,10,30,131,101,1,0.17742464
1990,3239,4737,0,1,3,94,91,1,0.12348958
1990,10025,4737,0,-7,-7,63,70,0,0.11999693
1990,3784,5217,0,-11,-6,70,76,0,0.1233127
1990,4635,5217,0,-8,34,149,115,1,0.104289755
1990,3239,5251,0,-3,1,81,80,1,0.12667087
1990,5754,5251,0,-15,-4,71,75,0,0.1322208
1990,7799,5251,0,-8,-4,58,62,0,0.14598674
1990,3239,5285,0,2,2,93,91,1,0.0939727
1990,6445,5285,0,-8,-3,78,81,0,0.11240738
1990,8667,5285,0,4,-7,75,82,0,0.112897575
1990,9852,5285,0,-5,-3,61,64,0,0.11453117
1990,6445,5387,0,-11,3,74,71,1,0.12511037
1990,6286,5450,0,1,13,83,70,1,0.14587983
1990,5251,5754,0,15,4,75,71,1,0.13118865
1990,4635,6119,0,-5,19,111,92,1,0.12645607
1990,415,6286,0,4,23,96,73,1,0.14364377
1990,5450,6286,0,-1,-13,70,83,0,0.12063889
1990,6669,6286,0,7,-2,77,79,0,0.16520005
1990,5285,6445,0,8,3,81,78,1,0.13952509
1990,5387,6445,0,11,-3,71,74,0,0.1297689
1990,10059,6547,0,3,8,75,67,1,0.13671531
1990,7172,6634,0,-1,-1,83,84,0,0.13269028
1990,9634,6634,0,7,11,76,65,1,0.15675233
1990,6286,6669,0,-7,2,79,77,1,0.08785926
1990,9083,6669,0,-15,-9,68,77,0,0.10403414
1990,593,6835,0,-7,1,54,53,1,0.118609495
1990,415,7138,0,9,4,68,64,1,0.12902711
1990,6634,7172,0,1,1,84,83,1,0.12555069
1990,8887,7206,0,-8,1,73,72,1,0.10187121
1990,9475,7206,0,-13,-12,63,75,0,0.12294404
1990,2345,7362,0,11,35,81,46,1,0.105979115
1990,4154,7430,0,13,8,79,71,1,0.15088595
1990,3564,7799,0,1,-4,66,70,0,0.14751576
1990,5251,7799,0,8,4,62,58,1,0.1132648
1990,293,8176,0,13,12,79,67,1,0.16400054
1990,4303,8210,0,9,16,79,63,1,0.13324521
1990,2345,8410,0,3,4,76,72,1,0.11020734
1990,8751,8410,0,-5,-16,65,81,0,0.09666146
1990,1817,8667,0,-13,-22,48,70,0,0.13781215
1990,5285,8667,0,-4,7,82,75,1,0.13888684
1990,10059,8667,0,-5,-2,61,63,0,0.0990223
1990,8410,8751,0,5,16,81,65,1,0.17197411
1990,415,8887,0,6,3,88,85,1,0.12749287
1990,3171,8887,0,3,-12,88,100,0,0.096596405
1990,7206,8887,0,8,-1,72,73,0,0.14781442
1990,10791,8887,0,4,-13,89,102,0,0.14992595
1990,6669,9083,0,15,9,77,68,1,0.14413965
1990,3137,9240,0,11,18,70,52,1,0.10768539
1990,9407,9274,0,3,12,68,56,1,0.14263323
1990,2345,9407,0,4,9,90,81,1,0.12002458
1990,4154,9407,0,5,-1,70,71,0,0.1406319
1990,9274,9407,0,-3,-12,56,68,0,0.12322238
1990,7206,9475,0,13,12,75,63,1,0.12037667
1990,361,9634,0,-15,-30,72,102,0,0.11530429
1990,593,9634,0,-11,-2,67,69,0,0.085909165
1990,2345,9634,0,-2,-30,73,103,0,0.07575253
1990,3239,9634,0,-3,-9,81,90,0,0.08188995
1990,4635,9634,0,-10,-30,101,131,0,0.07834402
1990,6634,9634,0,-7,-11,65,76,0,0.09422084
1990,5285,9852,0,5,3,64,61,1,0.13675983
1990,4737,10025,0,7,7,70,63,1,0.1454058
1990,6547,10059,0,-3,-8,67,75,0,0.13585384
1990,8667,10059,0,5,2,63,61,1,0.16480295
1990,3137,10791,0,3,-3,71,74,0,0.073037356
1990,4188,10791,0,-5,-8,79,87,0,0.07996133
1990,8887,10791,0,-4,13,102,89,1,0.09912191
1991,416,79,0,3,23,93,70,1,0.1356877
1991,5755,79,0,-9,-10,79,89,0,0.12524632
1991,10338,79,0,-1,-8,88,96,0,0.11257179
1991,1053,294,0,-8,-15,61,76,0,0.11418362
1991,7965,294,0,-1,4,81,77,1,0.11754904
1991,8377,294,0,-13,-13,80,93,0,0.11559866
1991,416,328,0,7,7,97,90,1,0.11872297
1991,7465,328,0,-1,-3,76,79,0,0.13764629
1991,79,416,0,-3,-23,70,93,0,0.12379224
1991,328,416,0,-7,-7,90,97,0,0.13682154
1991,3206,416,0,-15,-41,76,117,0,0.09040159
1991,4155,416,0,-2,12,93,81,1,0.1444012
1991,294,1053,0,8,15,76,61,1,0.14778076
1991,10060,1053,0,3,-13,48,61,0,0.12411417
1991,3824,1588,0,13,10,79,69,1,0.17750376
1991,2346,1785,0,9,14,81,67,1,0.11339879
1991,4738,1785,0,5,-17,62,79,0,0.13293311
1991,10792,1785,0,-3,-16,50,66,0,0.115226
1991,6120,1886,0,5,-8,56,64,0,0.17155467
1991,7965,1886,0,8,12,81,69,1,0.14431982
1991,3240,2210,0,1,17,87,70,1,0.13493304
1991,1785,2346,0,-9,-14,67,81,0,0.14320646
1991,3926,2346,0,-5,-15,70,85,0,0.111737855
1991,4155,2346,0,-1,-7,65,72,0,0.14999887
1991,8411,2346,0,-2,-17,61,78,0,0.15345013
1991,9476,2346,0,-13,-29,73,102,0,0.1484335
1991,9635,2346,0,1,-2,77,79,0,0.15979563
1991,5354,2482,0,7,-20,56,76,0,0.12934618
1991,6287,2482,0,11,26,93,67,1,0.13869643
1991,6938,2482,0,-1,-3,68,71,0,0.15361804
1991,3926,2613,0,3,3,76,73,1,0.09898937
1991,3824,2884,0,5,22,82,60,1,0.18103108
1991,9669,2884,0,-3,-3,72,75,0,0.16668631
1991,9635,3138,0,7,8,62,54,1,0.17863342
1991,9958,3138,0,-1,-10,60,70,0,0.13610533
1991,7006,3172,0,5,8,76,68,1,0.10689713
1991,416,3206,0,15,41,117,76,1,0.17916378
1991,2210,3240,0,-1,-17,70,87,0,0.13509114
1991,6635,3240,0,7,4,65,61,1,0.16878104
1991,1588,3824,0,-13,-10,69,79,0,0.078351885
1991,2884,3824,0,-5,-22,60,82,0,0.075642824
1991,4155,3824,0,-1,18,83,65,1,0.11191318
1991,2346,3926,0,5,15,85,70,1,0.1543723
1991,2613,3926,0,-3,-3,73,76,0,0.16416344
1991,416,4155,0,2,-12,81,93,0,0.10885392
1991,2346,4155,0,1,7,72,65,1,0.10455477
1991,3824,4155,0,1,-18,65,83,0,0.13380547
1991,6154,4155,0,-11,-6,49,55,0,0.11443433
1991,6287,4155,0,2,-6,73,79,0,0.108967714
1991,7006,4155,0,-3,-11,66,77,0,0.090187535
1991,10338,4568,0,7,6,71,65,1,0.12404537
1991,1785,4738,0,-5,17,79,62,1,0.11777192
1991,9771,5252,0,1,1,85,84,1,0.13430132
1991,10508,5252,0,-7,-2,58,60,0,0.15704663
1991,2482,5354,0,-7,20,76,56,1,0.13359512
1991,9635,5519,0,15,34,99,65,1,0.14591587
1991,79,5755,0,9,10,89,79,1,0.13738737
1991,8411,5816,0,9,7,75,68,1,0.15961498
1991,6704,5935,0,3,9,73,64,1,0.14157178
1991,8211,5935,0,-5,-29,85,114,0,0.10795815
1991,10792,5984,0,-11,5,89,84,1,0.11832228
1991,6704,6086,0,11,13,67,54,1,0.1960859
1991,1886,6120,0,-5,8,64,56,1,0.08737729
1991,4155,6154,0,11,6,55,49,1,0.13713525
1991,2482,6287,0,-11,-26,67,93,0,0.12142068
1991,4155,6287,0,-2,6,79,73,1,0.14425303
1991,6378,6287,0,-15,-35,66,101,0,0.11107938
1991,8752,6287,0,-9,-3,72,75,0,0.14563066
1991,10026,6287,0,-8,-15,69,84,0,0.124286555
1991,6287,6378,0,15,35,101,66,1,0.15216126
1991,3240,6635,0,-7,-4,61,65,0,0.0910673
1991,8411,6635,0,-3,17,91,74,1,0.13003303
1991,9084,6635,0,-15,-11,86,97,0,0.118031085
1991,5935,6704,0,-3,-9,64,73,0,0.104133844
1991,6086,6704,0,-11,-13,54,67,0,0.062265716
1991,8752,6704,0,-7,9,72,63,1,0.108866364
1991,2482,6938,0,1,3,71,68,1,0.101992086
1991,9408,6938,0,9,-5,69,74,0,0.13015622
1991,7965,6972,0,11,20,71,51,1,0.09665874
1991,3172,7006,0,-5,-8,68,76,0,0.15587229
1991,4155,7006,0,3,11,77,66,1,0.16870564
1991,10026,7139,0,-1,2,50,48,1,0.12697068
1991,8752,7207,0,-3,17,80,63,1,0.17250547
1991,8668,7363,0,13,-4,69,73,0,0.12734924
1991,8752,7363,0,5,13,77,64,1,0.13849062
1991,328,7465,0,1,3,79,76,1,0.11218254
1991,294,7965,0,1,-4,77,81,0,0.14339884
1991,1886,7965,0,-8,-12,69,81,0,0.12283826
1991,6972,7965,0,-11,-20,51,71,0,0.15944308
1991,9635,7965,0,2,12,77,65,1,0.16803637
1991,9771,8099,0,9,10,82,72,1,0.1270742
1991,5935,8211,0,5,29,114,85,1,0.14790025
1991,294,8377,0,13,13,93,80,1,0.14593832
1991,2346,8411,0,2,17,78,61,1,0.100061074
1991,5816,8411,0,-9,-7,68,75,0,0.095326334
1991,6635,8411,0,3,-17,74,91,0,0.118045956
1991,8888,8411,0,-1,-8,76,84,0,0.12561622
1991,8888,8547,0,7,8,73,65,1,0.16034023
1991,7363,8668,0,-13,4,73,69,1,0.12716426
1991,6287,8752,0,9,3,75,72,1,0.107173994
1991,6704,8752,0,7,-9,63,72,0,0.13540982
1991,7207,8752,0,3,-17,63,80,0,0.0865335
1991,7363,8752,0,-5,-13,64,77,0,0.11265771
1991,8411,8888,0,1,8,84,76,1,0.12017621
1991,8547,8888,0,-7,-8,65,73,0,0.093507364
1991,6635,9084,0,15,11,97,86,1,0.13367301
1991,6938,9408,0,-9,5,74,69,1,0.1169471
1991,2346,9476,0,13,29,102,73,1,0.10659295
1991,2346,9635,0,-1,2,79,77,1,0.091798976
1991,3138,9635,0,-7,-8,54,62,0,0.0773311
1991,5519,9635,0,-15,-34,65,99,0,0.102458954
1991,7965,9635,0,-2,-12,65,77,0,0.08546989
1991,9771,9635,0,-3,-17,66,83,0,0.08705462
1991,2884,9669,0,3,3,75,72,1,0.09432033
1991,5252,9771,0,-1,-1,84,85,0,0.12968642
1991,8099,9771,0,-9,-10,72,82,0,0.13523701
1991,9635,9771,0,3,17,83,66,1,0.165973
1991,3138,9958,0,1,10,70,60,1,0.13270456
1991,6287,10026,0,8,15,84,69,1,0.13496494
1991,7139,10026,0,1,-2,48,50,0,0.13290347
1991,1053,10060,0,-3,13,61,48,1,0.14499857
1991,79,10338,0,1,8,96,88,1,0.15389016
1991,4568,10338,0,-7,-6,65,71,0,0.14507817
1991,5252,10508,0,7,2,60,58,1,0.10007102
1991,1785,10792,0,3,16,66,50,1,0.14082736
1991,5984,10792,0,11,-5,84,89,0,0.13844934
1992,6288,80,0,1,9,64,55,1,0.16303705
1992,8582,80,0,-7,-5,75,80,0,0.13536571
1992,2614,295,0,-11,7,87,80,1,0.12865075
1992,5084,417,0,-3,2,82,80,1,0.08750791
1992,5756,417,0,-11,-11,69,80,0,0.0936633
1992,4739,1054,0,3,11,94,83,1,0.08720491
1992,2347,1180,0,15,26,82,56,1,0.16289173
1992,3961,1353,0,-3,2,76,74,1,0.10296734
1992,2123,1455,0,-9,-38,47,85,0,0.1220011
1992,5084,1455,0,-2,-31,57,88,0,0.09225953
1992,5219,1455,0,-2,4,76,72,1,0.11458309
1992,5253,1455,0,-1,-12,65,77,0,0.0876379
1992,9854,1455,0,-5,-2,67,69,0,0.08937971
1992,5985,1786,0,1,-21,65,86,0,0.08788134
1992,6636,1786,0,8,23,78,55,1,0.10327658
1992,1455,2123,0,9,38,85,47,1,0.12058493
1992,6121,2211,0,-7,8,81,73,1,0.14724357
1992,1180,2347,0,-15,-26,56,82,0,0.10215653
1992,3825,2347,0,-1,-3,78,81,0,0.11986769
1992,3927,2347,0,-8,-13,62,75,0,0.11112176
1992,4271,2347,0,-1,-1,103,104,0,0.15015066
1992,5219,2347,0,-5,-20,51,71,0,0.14542143
1992,7966,2347,0,-3,-12,69,81,0,0.13644283
1992,3825,2415,0,13,39,94,55,1,0.15678784
1992,295,2614,0,11,-7,80,87,0,0.1285822
1992,5219,2614,0,8,12,102,90,1,0.14573304
1992,9854,2648,0,-1,5,55,50,1,0.122007035
1992,3139,2885,0,-3,-10,68,78,0,0.13453232
1992,3825,2885,0,1,11,85,74,1,0.1279063
1992,5520,2885,0,-11,-10,68,78,0,0.16737601
1992,4982,2919,0,11,27,85,58,1,0.19293328
1992,6705,3055,0,13,27,100,73,1,0.16997312
1992,2885,3139,0,3,10,78,68,1,0.12502982
1992,8178,3139,0,-5,-15,60,75,0,0.1325894
1992,3566,3241,0,-3,-5,60,65,0,0.16175975
1992,5084,3241,0,1,4,83,79,1,0.1566943
1992,9670,3241,0,5,-1,78,79,0,0.18210608
1992,3241,3566,0,3,5,65,60,1,0.1032269
1992,4156,3616,0,15,33,100,67,1,0.15643583
1992,2347,3825,0,1,3,81,78,1,0.13983102
1992,2415,3825,0,-13,-39,55,94,0,0.11147548
1992,2885,3825,0,-1,-11,74,85,0,0.13365719
1992,4739,3825,0,-5,-10,79,89,0,0.11801826
1992,9409,3825,0,1,-27,79,106,0,0.13479568
1992,2347,3927,0,8,13,75,62,1,0.15121861
1992,8889,3927,0,1,-6,92,98,0,0.12741032
1992,1353,3961,0,3,-2,74,76,0,0.14697061
1992,4271,3961,0,8,8,106,98,1,0.14720228
1992,3616,4156,0,-15,-33,67,100,0,0.098479316
1992,9854,4156,0,-8,6,66,60,1,0.09916306
1992,2347,4271,0,1,1,104,103,1,0.10040126
1992,3961,4271,0,-8,-8,98,106,0,0.10266569
1992,4982,4271,0,-1,-10,77,87,0,0.115359694
1992,6739,4271,0,-13,-19,69,88,0,0.07605071
1992,7966,4305,0,9,2,78,76,1,0.1204573
1992,9409,4603,0,7,16,85,69,1,0.11145238
1992,10339,4603,0,-1,-23,58,81,0,0.11577028
1992,1054,4739,0,-3,-11,83,94,0,0.17193423
1992,3825,4739,0,5,10,89,79,1,0.14826885
1992,2919,4982,0,-11,-27,58,85,0,0.0710958
1992,4271,4982,0,1,10,87,77,1,0.13067412
1992,8669,4982,0,-3,-6,71,77,0,0.10914816
1992,417,5084,0,3,-2,80,82,0,0.1629591
1992,1455,5084,0,2,31,88,57,1,0.15930974
1992,3241,5084,0,-1,-4,79,83,0,0.109822355
1992,6973,5084,0,-5,-10,70,80,0,0.15331411
1992,6288,5185,0,9,5,68,63,1,0.16476372
1992,1455,5219,0,2,-4,72,76,0,0.1302435
1992,2347,5219,0,5,20,71,51,1,0.10655893
1992,2614,5219,0,-8,-12,90,102,0,0.10631961
1992,6636,5219,0,5,-4,71,75,0,0.09814828
1992,6705,5219,0,4,-3,72,75,0,0.11736068
1992,8753,5219,0,-5,-7,66,73,0,0.10586631
1992,1455,5253,0,1,12,77,65,1,0.16532731
1992,5452,5253,0,-7,-7,54,61,0,0.117436565
1992,7966,5389,0,1,17,88,71,1,0.12579884
1992,10475,5389,0,-7,-11,78,89,0,0.09572036
1992,5253,5452,0,7,7,61,54,1,0.14999375
1992,2885,5520,0,11,10,78,68,1,0.08226588
1992,6636,5658,0,15,27,83,56,1,0.14482681
1992,417,5756,0,11,11,80,69,1,0.15494451
1992,1786,5985,0,-1,21,86,65,1,0.1724791
1992,2211,6121,0,7,-8,73,81,0,0.10918774
1992,9409,6121,0,11,7,85,78,1,0.11134523
1992,9443,6121,0,-1,-8,73,81,0,0.120294936
1992,80,6288,0,-1,-9,55,64,0,0.09816563
1992,5185,6288,0,-9,-5,63,68,0,0.09683951
1992,6636,6288,0,3,7,80,73,1,0.11067059
1992,1786,6636,0,-8,-23,55,78,0,0.15243381
1992,5219,6636,0,-5,4,75,71,1,0.15637247
1992,5658,6636,0,-15,-27,56,83,0,0.12052226
1992,6288,6636,0,-3,-7,73,80,0,0.14675504
1992,9443,6671,0,-9,4,87,83,1,0.16241127
1992,3055,6705,0,-13,-27,73,100,0,0.090949506
1992,5219,6705,0,-4,3,75,72,1,0.13135709
1992,9140,6705,0,-8,-16,71,87,0,0.12003462
1992,4271,6739,0,13,19,88,69,1,0.18185614
1992,5084,6973,0,5,10,80,70,1,0.10006611
1992,8669,7140,0,5,8,51,43,1,0.14122649
1992,9409,7432,0,15,20,73,53,1,0.16856724
1992,2347,7966,0,3,12,81,69,1,0.118249476
1992,4305,7966,0,-9,-2,76,78,0,0.13052672
1992,5389,7966,0,-1,-17,71,88,0,0.1264243
1992,3139,8178,0,5,15,75,60,1,0.124689415
1992,9140,8412,0,-3,4,61,57,1,0.11818764
1992,80,8582,0,7,5,80,75,1,0.13419491
1992,4982,8669,0,3,6,77,71,1,0.14338744
1992,7140,8669,0,-5,-8,43,51,0,0.11875054
1992,5219,8753,0,5,7,73,66,1,0.14632325
1992,3927,8889,0,-1,6,98,92,1,0.14212118
1992,6705,9140,0,8,16,87,71,1,0.13210303
1992,8412,9140,0,3,-4,57,61,0,0.13352154
1992,3825,9409,0,-1,27,106,79,1,0.12642393
1992,4603,9409,0,-7,-16,69,85,0,0.14435212
1992,6121,9409,0,-11,-7,78,85,0,0.14443442
1992,7432,9409,0,-15,-20,53,73,0,0.10048658
1992,6121,9443,0,1,8,81,73,1,0.1327815
1992,6671,9443,0,9,-4,83,87,0,0.10043518
1992,9670,9477,0,13,30,84,54,1,0.16760361
1992,3241,9670,0,-5,1,79,78,1,0.07673508
